Material Name,CAS Number,Official Name,Odor Family,Odor Description,Atom Counts,Functional Groups,Aromaticity,Heterocyclic,Formulation Compatibility,Molecular Weight,LogP,SMILES,Suppliers
Acetyl Propionyl,600-14-6,"pentane-2,3-dione",Unclassified,,C5 O2,Ketone,Aliphatic,No,Hydrophilic (Water Compatible),100.12,0.55,CCC(=O)C(C)=O,"Fraterworks, MySkinRecipes"
Adoxal,141-13-9,Adoxal,Water (Fresh),Top,C14 O1,Aldehyde,Aliphatic,No,Lipophilic (Oil/Wax Compatible),210.36,4.37,CC(C)=CCCC(C)CCCC(C)C=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Alcohol C-11 Undecylenic,112-43-6,undec-10-en-1-ol,Unclassified,,C11 O1,"Allyl, Primary Alcohol",Aliphatic,No,Standard (Alcohol Compatible),170.3,3.29,C=CCCCCCCCCCO,Fraterworks
Alcohol C-12 Lauric,112-53-8,dodecan-1-ol,Unclassified,,C12 O1,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),186.34,3.9,CCCCCCCCCCCCO,"Fraterworks, MySkinRecipes"
Alcohol C-7,111-70-6,1-HEPTANOL,Green (Herbal),Top,C7 O1,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),116.2,1.95,CCCCCCCO,"Fraterworks, MySkinRecipes, PerfumersWorld"
Alcohol C-8,112-44-7,UNDECANAL,Aldehydic (Clean),Top,C11 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),170.3,3.72,CCCCCCCCCCC=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Aldehyde C-10,112-31-2,Decanal,Citrus (Orange),Top,C10 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),156.27,3.33,CCCCCCCCCC=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Aldehyde C-11,112-45-8,10-Undecenal,Aldehydic (Clean),Top,C11 O1,"Aldehyde, Allyl",Aliphatic,No,Standard (Alcohol Compatible),168.28,3.49,C=CCCCCCCCCC=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Aldehyde C-11 Intreleven,1337-83-3,(E)-undec-2-enal,Unclassified,,C11 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),168.28,3.49,CCCCCCCCC=CC=O,Fraterworks
Aldehyde C-12,112-54-9,DODECANAL,Aldehydic (Clean),Top,C12 O1,Aldehyde,Aliphatic,No,Lipophilic (Oil/Wax Compatible),184.32,4.11,CCCCCCCCCCCC=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Aldehyde C-12 MNA,110-41-8,2-Methylundecanal,Aldehydic (Clean),Top,C12 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),184.32,3.96,CCCCCCCCCC(C)C=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Aldehyde C-14 Pure,104-67-6,Gamma-undecalactone,Fruit (Peach),Heart,C11 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),184.28,3.05,CCCCCCCC1CCC(=O)O1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Aldehyde C-16,77-83-8,Ethyl 3-methyl-3-phenylglycidate,Fruit (Strawberry),Heart,C12 O3,"Ester, Ether",Aromatic (Benzene),Yes,Standard (Alcohol Compatible),206.24,1.86,CCOC(=O)C1OC1(C)c1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Aldehyde C-7,111-71-7,Heptanal,Green (Fatty),Top,C7 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),114.19,2.16,CCCCCCC=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Aldehyde C-8,124-13-0,Octanal,Citrus (Orange),Top,C8 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),128.22,2.55,CCCCCCCC=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Aldehyde C-9,124-19-6,NONANAL,Floral (Rose),Top,C9 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),142.24,2.94,CCCCCCCCC=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Aldron®,68901-22-4,"4-[(3,3-dimethyl-2-bicyclo[2.2.1]heptanyl)methyl]-2-methylcyclohexan-1-one",Unclassified,,C17 O1,Ketone,Aliphatic,No,Lipophilic (Oil/Wax Compatible),248.41,4.45,CC1CC(CC2C3CCC(C3)C2(C)C)CCC1=O,Fraterworks
Allyl Amyl Glycolate,67634-0-8,Allyl (3-methylbutoxy)acetate,Fruit (Pineapple),Top,C10 O3,"Allyl, Ester, Ether",Aliphatic,No,Standard (Alcohol Compatible),186.25,1.78,C=CCOC(=O)COCCC(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld"
Allyl Anthranilate,7493-63-2,prop-2-enyl 2-aminobenzoate,Unclassified,,C10 O2 N1,"Allyl, Amine, Ester",Aromatic (Benzene),No,Standard (Alcohol Compatible),177.2,1.61,C=CCOC(=O)c1ccccc1N,Fraterworks
Allyl Caproate,123-68-2,Allyl hexanoate,Fruit (Pineapple),Top,C9 O2,"Allyl, Ester",Aliphatic,No,Standard (Alcohol Compatible),156.22,2.3,C=CCOC(=O)CCCCC,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Allyl Cyclohexyl Propionate,2705-87-5,Allyl cyclohexanepropionate,Fruit (Pineapple),Top,C12 O2,"Allyl, Ester",Aliphatic,No,Standard (Alcohol Compatible),196.29,3.08,C=CCOC(=O)CCC1CCCCC1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Allyl Heptylate,142-19-8,Allyl heptanoate,Unclassified,,C10 O2,"Allyl, Ester",Aliphatic,No,Standard (Alcohol Compatible),170.25,2.69,C=CCOC(=O)CCCCCC,"Fraterworks, MySkinRecipes, SimpleScentsDIY"
Allyl Ionone,79-78-7,Allyl alpha-ionone,Unclassified,,C16 O1,"Allyl, Ketone",Aliphatic,No,Lipophilic (Oil/Wax Compatible),232.37,4.46,C=CCCC(=O)C=CC1C(C)=CCCC1(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld"
Allyl mercaptan (FEMA 2035) 75%,870-23-5,prop-2-ene-1-thiol,Unclassified,,C3 S1,"Allyl, Thiol",Aliphatic,No,Standard (Alcohol Compatible),74.15,1.1,C=CCS,MySkinRecipes
Allyl methyl disulfide (FEMA 3127),2179-58-0,3-(methyldisulfanyl)prop-1-ene,Unclassified,,C4 S2,Allyl,Aliphatic,No,Standard (Alcohol Compatible),120.24,2.18,C=CCSSC,MySkinRecipes
Allyl Phenoxyacetate Pineapple Ether (FEMA 2038),7493-74-5,prop-2-enyl 2-phenoxyacetate,Unclassified,,C11 O3,"Allyl, Ester, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),192.21,1.79,C=CCOC(=O)COc1ccccc1,MySkinRecipes
Allyl propyl disulfide (FEMA 4073),2179-59-1,1-(prop-2-enyldisulfanyl)propane,Unclassified,,C6 S2,Allyl,Aliphatic,No,Standard (Alcohol Compatible),148.3,2.96,C=CCSSCCC,MySkinRecipes
Almond Pyrazine,2847-30-5,2-methoxy-3-methylpyrazine,Unclassified,,C6 O1 N2,"Ether, Pyrazine",Aromatic (Heterocycle),Yes,Hydrophilic (Water Compatible),124.14,0.79,COc1nccnc1C,"Fraterworks, MySkinRecipes"
Alpha Angelica Lactone,591-12-8,5-methyl-3H-furan-2-one,Unclassified,,C5 O2,Lactone,Aliphatic,Yes,Hydrophilic (Water Compatible),98.1,0.84,CC1=CCC(=O)O1,"Fraterworks, MySkinRecipes"
Alpha Damascone,24720-9-0,"1-(2,6,6-trimethylcyclohex-2-en-1-yl)but-2-en-1-one",Fruit (Apple/Plum),Heart,C13 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),192.3,3.51,CC=CC(=O)C1C(C)=CCCC1(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Alpha Ionone,127-41-3,ALPHA-IONONE,Floral (Violet),Heart,C13 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),192.3,3.51,CC(=O)C=CC1C(C)=CCCC1(C)C,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Alpha Irone,79-69-6,alpha-Irone,Floral (Orris),Heart,C14 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),206.33,3.76,CC(=O)C=CC1C(C)=CCC(C)C1(C)C,"Fraterworks, PerfumersWorld"
Alpha Pinene,80-56-8,ALPHA-PINENE,Woods (Pine),Top,C10,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),136.24,3.0,CC1=CCC2CC1C2(C)C,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Alpha Terpinene,99-86-5,"1-methyl-4-propan-2-ylcyclohexa-1,3-diene",Unclassified,,C10,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),136.24,3.31,CC1=CC=C(C(C)C)CC1,MySkinRecipes
Alpha-methyl Cinnamaldehyde,101-39-3,(E)-2-methyl-3-phenylprop-2-enal,Unclassified,,C10 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),146.19,2.29,CC(C=O)=Cc1ccccc1,MySkinRecipes
Alpha-methylene Citronellal,22418-66-2,"3,7-dimethyl-2-methylideneoct-6-enal",Unclassified,,C11 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),166.26,3.12,C=C(C=O)C(C)CCC=C(C)C,MySkinRecipes
Amber Core,139504-68-0,"2-Butanol, 1-[[2-(1,1-dimethylethyl)cyclohexyl]oxy]-",Unclassified,,C14 O2,"Ether, Secondary Alcohol",Aliphatic,No,Standard (Alcohol Compatible),228.38,3.38,CCC(O)COC1CCCCC1C(C)(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Amberketal IPM,57345-19-4,"5H-3,5a-Epoxynaphth[2,1-c]oxepin, dodecahydro-3,8,8,11a-tetramethyl-",Unclassified,,C18 O2,Ketal,Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),278.44,4.52,CC12CCC3C(CCC4C(C)(C)CCCC43C)(CO1)O2,"Fraterworks, PerfumersWorld"
Ambermax® 50,929625-8-1,RefChem:216773,Unclassified,,C18 O1,Primary Alcohol,Aliphatic,No,Lipophilic (Oil/Wax Compatible),262.44,4.56,CC(CO)C1=C2C(C)(C)C3CCC2(C3)C(C)(C)CC1,"Fraterworks, SimpleScentsDIY"
Ambertonic™,1392325-86-8,"7,7,8,9,9-pentamethyl-6,6a,8,9a-tetrahydro-5H-cyclopenta[h]quinazoline",Unclassified,,C16 N2,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),244.38,3.82,CC1C(C)(C)C2CCc3cncnc3C2C1(C)C,Fraterworks
AmberXtreme,476332-65-7,"2,2,6,6,7,8,8-heptamethyl-3,3a,4,5,5a,7,8a,8b-octahydrocyclopenta[g][1]benzofuran",Unclassified,,C18 O1,Ether,Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),264.45,4.9,CC1C(C)(C)C2CCC3CC(C)(C)OC3C2C1(C)C,Fraterworks
Amboryl Acetate,59056-62-1,"(5,5,11,11-tetramethyl-2-tetracyclo[6.2.1.01,6.06,10]undecanyl)methyl acetate",Unclassified,,C18 O2,Ester,Aliphatic,No,Lipophilic (Oil/Wax Compatible),276.42,4.04,CC(=O)OCC1CCC(C)(C)C23CC4CC2C13C4(C)C,Fraterworks
Ambrettolide,7779-50-2,,Unclassified,,C16 O2,"Lactone, Macrocyclic Musk",Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),252.4,4.78,O=C1CCCCC=CCCCCCCCCCO1,"MySkinRecipes, PerfumersWorld"
Ambrettolide,28645-51-4,Cis-isoambrettolide,Unclassified,,C16 O2,"Lactone, Macrocyclic Musk",Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),252.4,4.78,O=C1CCCCCCCC=CCCCCCCO1,"Fraterworks, SimpleScentsDIY"
Ambrinol,41199-19-3,"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethyl-2-naphthol",Unclassified,,C13 O1,Tertiary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),194.32,3.28,CC1(O)CCC2C(=CCCC2(C)C)C1,"Fraterworks, SimpleScentsDIY"
Ambrocenide,211299-54-6,"4H-4a,9-Methanoazuleno[5,6-d]-1,3-dioxole, octahydro-2,2,5,8,8,9a-hexamethyl-, (4aR,5R,7aS,9R)-",Amber (Powerful),Base-Top,C18 O2,Ketal,Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),278.44,4.38,CC1CCC2C(C)(C)C3CC12CC1OC(C)(C)OC13C,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Ambroxan,6790-58-5,(-)-Ambroxide,Unclassified,,C16 O1,Ether,Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),236.4,4.41,CC1(C)CCCC2(C)C1CCC1(C)OCCC12,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Amyl Acetate,628-63-7,pentyl acetate,Unclassified,,C7 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),130.19,1.74,CCCCCOC(C)=O,"Fraterworks, MySkinRecipes"
Amyl Benzoate,2049-96-9,pentyl benzoate,Unclassified,,C12 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),192.26,3.03,CCCCCOC(=O)c1ccccc1,Fraterworks
Amyl Butyrate (FEMA 2059),540-18-1,pentyl butanoate,Unclassified,,C9 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),158.24,2.52,CCCCCOC(=O)CCC,MySkinRecipes
Amyl Cinnamic Aldehyde,122-40-7,alpha-Amylcinnamaldehyde,Floral (Mimosa),Heart,C14 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),202.3,3.85,CCCCCC(C=O)=Cc1ccccc1,"Fraterworks, PerfumersWorld"
Amyl Phenyl Acetate,5137-52-0,pentyl 2-phenylacetate,Unclassified,,C13 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),206.28,2.96,CCCCCOC(=O)Cc1ccccc1,Fraterworks
Amyl Salicylate,2050-8-0,Amyl salicylate,Green (Herbal),Heart,C12 O3,Salicylate,Aromatic (Benzene),No,Standard (Alcohol Compatible),208.26,2.74,CCCCCOC(=O)c1ccccc1O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Amyl Valerate,2173-56-0,Pentyl valerate,Unclassified,,C10 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),172.27,2.91,CCCCCOC(=O)CCCC,"MySkinRecipes, PerfumersWorld"
Andrane,13567-39-0,"2,6,6,8-tetramethyl-9-oxatetracyclo[5.4.1.01,5.08,10]dodecane",Unclassified,,C15 O1,Ether,Aliphatic,Yes,Standard (Alcohol Compatible),220.36,3.63,CC1CCC2C(C)(C)C3CC12CC1OC13C,Fraterworks
Anethol,4180-23-8,ANETHOLE,Unclassified,,C10 O1,Ether,Aromatic (Benzene),No,Standard (Alcohol Compatible),148.2,2.73,CC=Cc1ccc(OC)cc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Anisaldehyde,123-11-5,4-Methoxybenzaldehyde,Floral (Hawthorn),Heart,C8 O2,"Aldehyde, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),136.15,1.51,COc1ccc(C=O)cc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Anisyl Acetate,104-21-2,4-Methoxybenzyl acetate,Unclassified,,C10 O3,"Ester, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),180.2,1.76,COc1ccc(COC(C)=O)cc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Anisyl Acetone,104-20-1,4-(4-methoxyphenyl)butan-2-one,Unclassified,,C11 O2,"Ether, Ketone",Aromatic (Benzene),No,Standard (Alcohol Compatible),178.23,2.22,COc1ccc(CCC(C)=O)cc1,"Fraterworks, MySkinRecipes"
Anisyl Alcohol,105-13-5,4-METHOXYBENZYL ALCOHOL,Unclassified,,C8 O2,"Ether, Primary Alcohol",Aromatic (Benzene),No,Standard (Alcohol Compatible),138.17,1.19,COc1ccc(CO)cc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Antillone™,35194-30-0,dec-9-en-2-one,Unclassified,,C10 O1,"Allyl, Ketone",Aliphatic,No,Standard (Alcohol Compatible),154.25,3.1,C=CCCCCCCC(C)=O,Fraterworks
"Apple Crotonate, Frutinat",35206-51-0,4-methylpentan-2-yl (E)-but-2-enoate,Unclassified,,C10 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),170.25,2.54,CC=CC(=O)OC(C)CC(C)C,MySkinRecipes
Applelide,478695-70-4,"3-O-[1-(3,3-dimethylcyclohexyl)ethyl] 1-O-ethyl propanedioate",Unclassified,,C15 O4,Ester,Aliphatic,No,Standard (Alcohol Compatible),270.37,3.09,CCOC(=O)CC(=O)OC(C)C1CCCC(C)(C)C1,"Fraterworks, MySkinRecipes"
Aurantiol®,89-43-0,Aurantiol,Floral (Heavy),Base,C18 O3 N1,"Ester, Tertiary Alcohol",Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),305.42,4.14,COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Azarbre,68845-36-3,Diethyldimethylcyclohex-2-en-1-one,Unclassified,,C12 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),180.29,3.35,CCC1=C(C)C(=O)CC(C)C1CC,"Fraterworks, SimpleScentsDIY"
Bacdanol,28219-61-6,Sandela,Unclassified,,C14 O1,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),208.34,3.7,CCC(=CCC1CC=C(C)C1(C)C)CO,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Benzaldehyde,100-52-7,benzaldehyde,Woods (Agarwood),Base,C7 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),106.12,1.5,O=Cc1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Benzophenone,119-61-9,BENZOPHENONE,Unclassified,,C13 O1,Ketone,Aromatic (Benzene),No,Standard (Alcohol Compatible),182.22,2.92,O=C(c1ccccc1)c1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Benzyl Acetate,140-11-4,BENZYL ACETATE,Floral (Jasmine),Top-Heart,C9 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),150.18,1.75,CC(=O)OCc1ccccc1,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Benzyl Acetone,2550-26-7,4-phenylbutan-2-one,Unclassified,,C10 O1,Ketone,Aromatic (Benzene),No,Standard (Alcohol Compatible),148.2,2.21,CC(=O)CCc1ccccc1,Fraterworks
Benzyl Alcohol,100-51-6,benzyl alcohol,Aldehydic (Complex),Base,C7 O1,Primary Alcohol,Aromatic (Benzene),No,Standard (Alcohol Compatible),108.14,1.18,OCc1ccccc1,"Fraterworks, PerfumersWorld"
Benzyl Benzoate,120-51-4,BENZYL BENZOATE,Aldehydic (Complex),Base,C14 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),212.25,3.04,O=C(OCc1ccccc1)c1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Benzyl Butyrate,103-37-7,Benzyl butyrate,Unclassified,,C11 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),178.23,2.53,CCCC(=O)OCc1ccccc1,"MySkinRecipes, PerfumersWorld"
Benzyl Cinnamate,103-41-3,BENZYL CINNAMATE,Woods (Agarwood),Base,C16 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),238.29,3.44,O=C(C=Cc1ccccc1)OCc1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Benzyl Formate,104-57-4,Benzyl formate,Unclassified,,C8 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),136.15,1.36,O=COCc1ccccc1,"Fraterworks, PerfumersWorld"
Benzyl Isobutyrate,103-28-6,benzyl 2-methylpropanoate,Unclassified,,C11 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),178.23,2.39,CC(C)C(=O)OCc1ccccc1,Fraterworks
Benzyl Isoeugenol,120-11-6,Benzyl isoeugenol,Unclassified,,C17 O2,Ether,Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),254.33,4.31,CC=Cc1ccc(OCc2ccccc2)c(OC)c1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Benzyl Isovalerate,103-38-8,benzyl 3-methylbutanoate,Unclassified,,C12 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),192.26,2.78,CC(C)CC(=O)OCc1ccccc1,"Fraterworks, MySkinRecipes"
Benzyl methyl disulfide (FEMA 3504),699-10-5,(methyldisulfanyl)methylbenzene,Unclassified,,C8 S2,Hydrocarbon / Other,Aromatic (Benzene),No,Standard (Alcohol Compatible),170.3,3.2,CSSCc1ccccc1,MySkinRecipes
Benzyl Methyl Sulfide (FEMA 3597),766-92-7,methylsulfanylmethylbenzene,Unclassified,,C8 S1,Hydrocarbon / Other,Aromatic (Benzene),No,Standard (Alcohol Compatible),138.23,2.55,CSCc1ccccc1,MySkinRecipes
Benzyl octanoate,10276-85-4,benzyl octanoate,Unclassified,,C15 O2,Ester,Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),234.34,4.09,CCCCCCCC(=O)OCc1ccccc1,MySkinRecipes
Benzyl Phenylacetate,102-16-9,benzyl 2-phenylacetate,Unclassified,,C15 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),226.27,2.97,O=C(Cc1ccccc1)OCc1ccccc1,"Fraterworks, MySkinRecipes"
Benzyl Propionate,122-63-4,BENZYL PROPIONATE,Unclassified,,C10 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),164.2,2.14,CCC(=O)OCc1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Benzyl Salicylate,118-58-1,BENZYL SALICYLATE,Aldehydic (Complex),Base,C14 O3,Salicylate,Aromatic (Benzene),No,Standard (Alcohol Compatible),228.25,2.75,O=C(OCc1ccccc1)c1ccccc1O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Berryflor,104986-28-9,Ethyl 6-acetoxyhexanoate,Unclassified,,C10 O4,Ester,Aliphatic,No,Standard (Alcohol Compatible),202.25,1.67,CCOC(=O)CCCCCOC(C)=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Beta Caryophyllene,87-44-5,BETA-CARYOPHYLLENE,Woods (Pepper),Heart-Base,C15,Hydrocarbon / Other,Aliphatic,No,Lipophilic (Oil/Wax Compatible),204.36,4.73,C=C1CCC=C(C)CCC2C1CC2(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Beta Damascone,23726-91-2,beta-Damascone,Fruit (Berry),Heart-Modifier,C13 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),192.3,3.66,CC=CC(=O)C1=C(C)CCCC1(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Beta Homocyclocitral,472-66-2,"2,6,6-Trimethyl-1-cyclohexene-1-acetaldehyde",Unclassified,,C11 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),166.26,3.1,CC1=C(CC=O)C(C)(C)CCC1,"MySkinRecipes, PerfumersWorld"
Beta Ionone,14901-7-6,,Unclassified,,C13 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),192.3,3.66,CC(=O)C=CC1=C(C)CCCC1(C)C,"Fraterworks, PerfumersWorld"
Beta Pinene,127-91-3,BETA-PINENE,Unclassified,,C10,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),136.24,3.0,C=C1CCC2CC1C2(C)C,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Biocyclamol,51411-24-6,"3,7,11-trimethyldodeca-6,10-dien-1-ol",Unclassified,,C15 O1,Primary Alcohol,Aliphatic,No,Lipophilic (Oil/Wax Compatible),224.39,4.48,CC(C)=CCCC(C)=CCCC(C)CCO,Fraterworks
Biomuguet,194934-66-2,"(3S,6E)-3,7,11-trimethyldodeca-6,10-dienal",Unclassified,,C15 O1,Aldehyde,Aliphatic,No,Lipophilic (Oil/Wax Compatible),222.37,4.68,CC(C)=CCCC(C)=CCCC(C)CC=O,Fraterworks
Bis Methylthiomethane Truffle Sulfide (FEMA 3878),1618-26-4,bis(methylsulfanyl)methane,Unclassified,,C3 S2,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),108.23,1.67,CSCSC,MySkinRecipes
Bisabolene,17627-44-0,"1-methyl-4-(6-methylhepta-2,5-dien-2-yl)cyclohexene",Unclassified,,C15,Hydrocarbon / Other,Aliphatic,No,Lipophilic (Oil/Wax Compatible),204.36,5.04,CC(C)=CCC=C(C)C1CC=C(C)CC1,Fraterworks
Bisabolene Jecfa-1336 (FEMA 3331),495-62-5,1-methyl-4-(6-methylhept-5-en-2-ylidene)cyclohexene,Unclassified,,C15,Hydrocarbon / Other,Aliphatic,No,Lipophilic (Oil/Wax Compatible),204.36,5.18,CC(C)=CCCC(C)=C1CC=C(C)CC1,MySkinRecipes
Boisambrene Forte,58567-11-6,formaldehyde cyclododecyl ethyl acetal,Unclassified,,C15 O2,Acetal,Aliphatic,No,Lipophilic (Oil/Wax Compatible),242.4,4.67,CCOCOC1CCCCCCCCCCC1,"Fraterworks, MySkinRecipes"
Borneol,507-70-0,Borneol,Unclassified,,C10 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),154.25,2.19,CC1(C)C2CCC1(C)C(O)C2,"MySkinRecipes, PerfumersWorld"
Boronal,3155-71-3,"2-methyl-4-(2,6,6-trimethylcyclohexen-1-yl)but-2-enal",Unclassified,,C14 O1,Aldehyde,Aliphatic,No,Lipophilic (Oil/Wax Compatible),206.33,4.05,CC(C=O)=CCC1=C(C)CCCC1(C)C,Fraterworks
Bourgeonal,18127-1-0,Bourgeonal,Floral (Mimosa),Heart,C13 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),190.29,3.12,CC(C)(C)c1ccc(CCC=O)cc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Butyl 2-Methylbutyrate (FEMA 3393),15706-73-7,butyl 2-methylbutanoate,Unclassified,,C9 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),158.24,2.38,CCCCOC(=O)C(C)CC,MySkinRecipes
Butyl Acetate (FEMA 2174),123-86-4,butyl acetate,Unclassified,,C6 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),116.16,1.35,CCCCOC(C)=O,MySkinRecipes
Butyl Butyrate,109-21-7,Butyl butyrate,Unclassified,,C8 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),144.21,2.13,CCCCOC(=O)CCC,"MySkinRecipes, PerfumersWorld"
Butyl Butyryl Lactate Butyl Butyro Lactate (FEMA 2190),7492-70-8,(1-butoxy-1-oxopropan-2-yl) butanoate,Unclassified,,C11 O4,Ester,Aliphatic,No,Standard (Alcohol Compatible),216.28,2.06,CCCCOC(=O)C(C)OC(=O)CCC,MySkinRecipes
Butyl Caproate (FEMA 2201),626-82-4,butyl hexanoate,Unclassified,,C10 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),172.27,2.91,CCCCCC(=O)OCCCC,MySkinRecipes
